sample_id,source_id,source_path,license_tag,source_kind,scene_type,frame_idx,timestamp_sec,width,height,image_path,hash16,person_instances,person_score_mean,fg_ratio,mask_path,overlay_path,keep_reason,reject_reason
stage_people_000011,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,180,5.994660550458716,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000011.jpg,fffffffffffff3ffc0ffc07fc09b418b00000000000c003c0000000000000000,1,0.48777,0.06206,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000011.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000011.jpg,,near_duplicate
stage_people_000012,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,198,6.594126605504587,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000012.jpg,fffffffffffff3ffc0ffc0ffc093018f00000000001c003c0000000000000000,1,0.69464,0.06486,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000012.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000012.jpg,,near_duplicate
stage_people_000013,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,216,7.1935926605504585,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000013.jpg,fffffffffffff3ffc1ffc0ff8117030f00000000003c003c0000000000000000,1,0.67668,0.06434,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000013.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000013.jpg,,near_duplicate
stage_people_000014,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,234,7.79305871559633,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000014.jpg,fffffffffffff8ffe07fe07fe04d81c780000000000e001e0000000000000000,3,0.29706,0.04235,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000014.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000014.jpg,accepted,
stage_people_000015,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,252,8.392524770642202,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000015.jpg,fffffffffffff9ffe07fe03fe04b80c7800000000006001e0000000000000000,1,0.69596,0.06897,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000015.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000015.jpg,,near_duplicate
stage_people_000016,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,270,8.991990825688074,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000016.jpg,fffffffffbfff9fff0ffe07fe00b808780000000001e001e0000000000000000,2,0.44555,0.04796,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000016.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000016.jpg,accepted,
stage_people_000017,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,288,9.591456880733945,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000017.jpg,fffffffffffff9ffe07fe07fc04b808780000000001e001e0000000000000000,1,0.57785,0.05635,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000017.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000017.jpg,,near_duplicate
stage_people_000018,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,306,10.190922935779817,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000018.jpg,fffffffffbfff9ffe0ffe07fc04b808780000000001e001e0000000000000000,2,0.41826,0.04188,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000018.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000018.jpg,,near_duplicate
stage_people_000019,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,324,10.790388990825688,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000019.jpg,fffffffff9fff9ffe07fe07fe045800380000000401e000e0000000000000000,1,0.41922,0.05344,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000019.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000019.jpg,accepted,
stage_people_000020,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,342,11.38985504587156,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000020.jpg,fffffffff9fff9fff07fe07fe045e00380000000401e000e0000000000000000,2,0.35655,0.04563,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000020.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000020.jpg,,near_duplicate
stage_people_000021,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,360,11.989321100917431,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000021.jpg,fffffffffbfff87fe03fe07fe045e00380000000400f000e0000000000000000,1,0.60985,0.07761,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000021.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000021.jpg,accepted,
stage_people_000022,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,378,12.588787155963303,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000022.jpg,fffffffffbfff87fe03fe07fe045e08380000000400f000e0000000000000000,2,0.47549,0.05718,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000022.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000022.jpg,,near_duplicate
stage_people_000023,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,396,13.188253211009174,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000023.jpg,fffffffffbfffdffe37fe07dc045c00340000000400f000e0000000000000000,1,0.65519,0.06714,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000023.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000023.jpg,accepted,
stage_people_000024,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,414,13.787719266055046,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000024.jpg,fffffffffbfff8ffe07fe07de045c00380000000401f000e0000000000000000,1,0.38959,0.06396,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000024.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000024.jpg,,near_duplicate
stage_people_000025,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,432,14.387185321100917,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000025.jpg,fffffffff9fff0ffe03fe07fe0c7c00f80000000801e000c0000000000008000,1,0.65457,0.0613,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000025.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000025.jpg,accepted,
stage_people_000026,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,450,14.986651376146789,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000026.jpg,fffffffff7fff3ffc0ffc0ff008b400f00000000803e001c0000000000000000,1,0.57135,0.05795,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000026.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000026.jpg,accepted,
stage_people_000027,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,468,15.58611743119266,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000027.jpg,ffffffffefffe7ff81ff81ff0117820f00000000003c00380000000000000000,1,0.74649,0.03907,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000027.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000027.jpg,accepted,
stage_people_000028,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,486,16.18558348623853,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000028.jpg,fffffffffffff7ffc1ff80ff8157031f00000000003c00380000000000000000,1,0.35406,0.05677,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000028.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000028.jpg,,near_duplicate
stage_people_000029,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,504,16.785049541284405,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000029.jpg,fffffffffffff7fff3ffc07fc0fb008f000200000004001c0000000000000000,1,0.54878,0.07017,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000029.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000029.jpg,accepted,
stage_people_000030,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,522,17.384515596330274,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000030.jpg,ffffffffffffffffefff81ff81ff012f00070000000000180078000000000000,1,0.41803,0.08346,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000030.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000030.jpg,accepted,
stage_people_000031,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,540,17.983981651376148,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000031.jpg,ffffffffffffefffe3ff80ff80ff008b000300000000001e001c000000000000,2,0.4069,0.06364,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000031.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000031.jpg,accepted,
stage_people_000032,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,558,18.583447706422017,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000032.jpg,ffffffffffffefffc3ff81ff8177010f000000000004003c0000000000000000,1,0.39329,0.01469,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000032.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000032.jpg,,fg_too_small
stage_people_000033,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,576,19.18291376146789,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000033.jpg,fffffffffffff7fff1ffc07fc0bb8087800000000002001e0000000000000000,1,0.40328,0.05398,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000033.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000033.jpg,accepted,
stage_people_000034,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,594,19.78237981651376,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000034.jpg,fffffffffffffffff9fff07fe07fe04d8041000000000002000e000000000000,1,0.60643,0.0535,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000034.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000034.jpg,,max_keep_reached
stage_people_000035,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,612,20.381845871559634,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000035.jpg,fffffffffffffbfff9ffe07fe07d8041c00300000000000f0006000000000000,1,0.60146,0.05423,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000035.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000035.jpg,,max_keep_reached
stage_people_000036,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,630,20.981311926605503,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000036.jpg,fffffffffffffdfff03ff03ff026c0e2c00000000001400f0000000000000000,1,0.40543,0.03776,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000036.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000036.jpg,,max_keep_reached
stage_people_000037,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,648,21.580777981651377,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000037.jpg,ffffffffffffff7f7c1f780f7015703830000000000000030000000000000000,1,0.45959,0.07726,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000037.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000037.jpg,,max_keep_reached
stage_people_000038,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,666,22.18024403669725,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000038.jpg,ffffffffffffff7f7c0f780f781d303030000000000310030000000000000000,2,0.63757,0.08348,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000038.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000038.jpg,,max_keep_reached
stage_people_000039,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,684,22.77971009174312,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000039.jpg,ffffffffffffff7f781f781f7111382130000000080300030000000000000000,1,0.62593,0.05234,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000039.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000039.jpg,,max_keep_reached
