sample_id,source_id,source_path,license_tag,source_kind,scene_type,frame_idx,timestamp_sec,width,height,image_path,hash16,person_instances,person_score_mean,fg_ratio,mask_path,overlay_path,keep_reason,reject_reason
stage_people_000019,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,324,10.790388990825688,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000019.jpg,fffffffff9fff9ffe07fe07fe045800380000000401e000e0000000000000000,1,0.41922,0.05344,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000019.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000019.jpg,accepted,
stage_people_000021,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,360,11.989321100917431,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000021.jpg,fffffffffbfff87fe03fe07fe045e00380000000400f000e0000000000000000,1,0.60985,0.07761,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000021.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000021.jpg,accepted,
stage_people_000023,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,396,13.188253211009174,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000023.jpg,fffffffffbfffdffe37fe07dc045c00340000000400f000e0000000000000000,1,0.65519,0.06714,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000023.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000023.jpg,accepted,
stage_people_000025,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,432,14.387185321100917,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000025.jpg,fffffffff9fff0ffe03fe07fe0c7c00f80000000801e000c0000000000008000,1,0.65457,0.0613,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000025.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000025.jpg,accepted,
stage_people_000026,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,450,14.986651376146789,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000026.jpg,fffffffff7fff3ffc0ffc0ff008b400f00000000803e001c0000000000000000,1,0.57135,0.05795,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000026.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000026.jpg,accepted,
stage_people_000027,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,468,15.58611743119266,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000027.jpg,ffffffffefffe7ff81ff81ff0117820f00000000003c00380000000000000000,1,0.74649,0.03907,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000027.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000027.jpg,accepted,
stage_people_000029,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,504,16.785049541284405,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000029.jpg,fffffffffffff7fff3ffc07fc0fb008f000200000004001c0000000000000000,1,0.54878,0.07017,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000029.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000029.jpg,accepted,
stage_people_000030,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,522,17.384515596330274,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000030.jpg,ffffffffffffffffefff81ff81ff012f00070000000000180078000000000000,1,0.41803,0.08346,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000030.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000030.jpg,accepted,
stage_people_000031,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,540,17.983981651376148,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000031.jpg,ffffffffffffefffe3ff80ff80ff008b000300000000001e001c000000000000,2,0.4069,0.06364,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000031.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000031.jpg,accepted,
stage_people_000033,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,576,19.18291376146789,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000033.jpg,fffffffffffff7fff1ffc07fc0bb8087800000000002001e0000000000000000,1,0.40328,0.05398,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000033.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000033.jpg,accepted,
